 552 ;     768170 ;  Right Click
 553 ;     768702 ;  Keypress space
 554 ;     775331 ;  Keypress e
 555 ;     775506 ;  Keypress space
 556 ;     777158 ;  Right Click
 557 ;     777427 ;  Keypress space
 558 ;     780487 ;  Right Click
 559 ;     780739 ;  Keypress space
 560 ;     784468 ;  Keypress space
 561 ;     785826 ;  Left Click
 562 ;     785858 ;  Keypress space
 563 ;     787819 ;  Right Click
 564 ;     787831 ;  Keypress space
 565 ;     790224 ;  Right Click
 566 ;     790579 ;  Keypress space
 567 ;     795083 ;  Right Click
 568 ;     795237 ;  Keypress space
 569 ;     796083 ;  Right Click
 570 ;     796220 ;  Keypress space
 571 ;     798642 ;  Keypress w
 572 ;     798797 ;  Keypress space
 573 ;     800124 ;  Right Click
 574 ;     800439 ;  Keypress space
 575 ;     801208 ;  Keypress e
 576 ;     801310 ;  Right Click
 577 ;     801682 ;  Keypress space
 578 ;     803604 ;  Right Click
 579 ;     803800 ;  Keypress space
 580 ;     805210 ;  Right Click
 581 ;     805323 ;  Right Click
 582 ;     805866 ;  Keypress space
 583 ;     807389 ;  Keypress q
 584 ;     807519 ;  Keypress space
 585 ;     807519 ;  Right Click
 586 ;     807751 ;  Right Click
 587 ;     808020 ;  Keypress space
 588 ;     809187 ;  Right Click
 589 ;     809367 ;  Keypress space
 590 ;     810107 ;  Right Click
 591 ;     810453 ;  Keypress space
 592 ;     813179 ;  Right Click
 593 ;     813317 ;  Right Click
 594 ;     813445 ;  Keypress space
 595 ;     814144 ;  Keypress space
 596 ;     815223 ;  Keypress q
 597 ;     815382 ;  Keypress space
 598 ;     816460 ;  Keypress w
 599 ;     816506 ;  Right Click
 600 ;     816592 ;  Keypress space
 601 ;     817501 ;  Right Click
 602 ;     817666 ;  Right Click
 603 ;     817859 ;  Right Click
 604 ;     818994 ;  Keypress e
 605 ;     819468 ;  Keypress space
 606 ;     822209 ;  Right Click
 607 ;     822491 ;  Right Click
 608 ;     822720 ;  Right Click
 609 ;     822942 ;  Right Click
 610 ;     823172 ;  Right Click
 611 ;     823397 ;  Right Click
 612 ;     823617 ;  Right Click
 613 ;     823867 ;  Right Click
 614 ;     824104 ;  Right Click
 615 ;     824344 ;  Right Click
 616 ;     824574 ;  Right Click
 617 ;     824842 ;  Right Click
 618 ;     841006 ;  Right Click
 619 ;     841319 ;  Right Click
 620 ;     841523 ;  Right Click
 621 ;     841824 ;  Right Click
 622 ;     842114 ;  Right Click
 623 ;     842795 ;  Keypress space
 624 ;     845558 ;  Right Click
 625 ;     845694 ;  Keypress space
 626 ;     848225 ;  Keypress prtsc
 627 ;     848535 ;  Keypress space
 628 ;     852635 ;  Right Click
 629 ;     852839 ;  Keypress space
 630 ;     855504 ;  Keypress w
 631 ;     855760 ;  Keypress space
 632 ;     859152 ;  Right Click
 633 ;     860911 ;  Right Click
 634 ;     861698 ;  Keypress space
 635 ;     865666 ;  Right Click
 636 ;     865884 ;  Right Click
 637 ;     866044 ;  Keypress space
 638 ;     866883 ;  Right Click
 639 ;     867155 ;  Right Click
 640 ;     867409 ;  Right Click
 641 ;     867764 ;  Right Click
 642 ;     868080 ;  Keypress e
 643 ;     868568 ;  Keypress r
 644 ;     868776 ;  Left Click
 645 ;     869419 ;  Keypress space
 646 ;     870909 ;  Keypress q
 647 ;     871093 ;  Keypress space
 648 ;     872875 ;  Keypress space
 649 ;     873353 ;  Keypress w
 650 ;     873544 ;  Keypress space
 651 ;     876233 ;  Right Click
 652 ;     876366 ;  Keypress space
 653 ;     878137 ;  Keypress space
 654 ;     882583 ;  Right Click
 655 ;     882871 ;  Keypress tab
 656 ;     887550 ;  Keypress space
 657 ;     888742 ;  Keypress Alt+ 
 658 ;     888927 ;  Keypress Alt+ 
 659 ;     889112 ;  Keypress Alt+ 
 660 ;     889320 ;  Keypress Alt+ 
 661 ;     889650 ;  Right Click
 662 ;     890912 ;  Right Click
 663 ;     891036 ;  Keypress space
 664 ;     891612 ;  Keypress w
 665 ;     891789 ;  Keypress space
 666 ;     892542 ;  Right Click
 667 ;     892775 ;  Right Click
 668 ;     893681 ;  Right Click
 669 ;     893875 ;  Right Click
 670 ;     894186 ;  Right Click
 671 ;     894392 ;  Right Click
 672 ;     895176 ;  Keypress space
 673 ;     895455 ;  Right Click
 674 ;     895605 ;  Right Click
 675 ;     895831 ;  Right Click
 676 ;     896060 ;  Right Click
 677 ;     896335 ;  Right Click
 678 ;     896446 ;  Keypress e
 679 ;     896799 ;  Right Click
 680 ;     897051 ;  Right Click
 681 ;     897340 ;  Right Click
 682 ;     897624 ;  Right Click
 683 ;     898050 ;  Right Click
 684 ;     898760 ;  Right Click
 685 ;     900092 ;  Right Click
 686 ;     900258 ;  Keypress space
 687 ;     900897 ;  Keypress w
 688 ;     901042 ;  Keypress space
 689 ;     901610 ;  Right Click
 690 ;     901826 ;  Right Click
 691 ;     902043 ;  Right Click
 692 ;     902622 ;  Keypress q
 693 ;     902971 ;  Keypress space
 694 ;     907774 ;  Right Click
 695 ;     908027 ;  Keypress b
 696 ;     917349 ;  Left Click
 697 ;     920179 ;  Right Click
 698 ;     921322 ;  Left Click
 699 ;     922394 ;  Right Click
 700 ;     923130 ;  Right Click
 701 ;     923956 ;  Left Click
 702 ;     924560 ;  Right Click
 703 ;     924831 ;  Right Click
 704 ;     925050 ;  Right Click
 705 ;     925670 ;  Right Click
 706 ;     925926 ;  Right Click
 707 ;     926306 ;  Right Click
 708 ;     926611 ;  Right Click
 709 ;     927262 ;  Right Click
 710 ;     927786 ;  Right Click
 711 ;     930738 ;  Keypress e
 712 ;     930883 ;  Keypress w
 713 ;     933843 ;  Left Click
 714 ;     936032 ;  Keypress tab
 715 ;     939471 ;  Keypress tab
 716 ;     946338 ;  Keypress tab
 717 ;     950121 ;  Keypress space
 718 ;     952038 ;  Left Click
 719 ;     955163 ;  Keypress space
 720 ;     956618 ;  Keypress tab
 721 ;     957190 ;  Keypress space
 722 ;     957962 ;  Left Click
 723 ;     965315 ;  Left Click
 724 ;     968477 ;  Keypress space
 725 ;     969512 ;  Right Click
 726 ;     969638 ;  Keypress space
 727 ;     971244 ;  Keypress space
 728 ;     972659 ;  Right Click
 729 ;     972953 ;  Keypress space
 730 ;     974134 ;  Keypress space
 731 ;     975263 ;  Keypress w
 732 ;     975410 ;  Keypress space
 733 ;     976968 ;  Right Click
 734 ;     977074 ;  Keypress space
 735 ;     978323 ;  Keypress space
 736 ;     979423 ;  Right Click
 737 ;     979845 ;  Keypress space
 738 ;     982747 ;  Keypress q
 739 ;     982927 ;  Keypress space
 740 ;     983767 ;  Right Click
